name,link
Congenital heart disease in adults,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456
"Congenital hip dislocation (See: Congenital hip dislocation, also known asHip dysplasia)",https://www.mayoclinic.org/diseases-conditions/hip-dysplasia/symptoms-causes/syc-20350209
"Congenital megacolon (See: Congenital megacolon, also known asHirschsprung's disease)",https://www.mayoclinic.org/diseases-conditions/hirschsprungs-disease/symptoms-causes/syc-20351556
Congenital mitral valve anomalies,https://www.mayoclinic.org/diseases-conditions/congenital-mitral-valve-anomalies/cdc-20385802
Congenital myasthenic syndromes,https://www.mayoclinic.org/diseases-conditions/congenital-myasthenic-syndrome/symptoms-causes/syc-20354754
Congenital myopathies,https://www.mayoclinic.org/diseases-conditions/congenital-myopathy/symptoms-causes/syc-20355695
"Congestive heart failure (See: Congestive heart failure, also known asHeart failure)",https://www.mayoclinic.org/diseases-conditions/heart-failure/symptoms-causes/syc-20373142
Conjoined twins,https://www.mayoclinic.org/diseases-conditions/conjoined-twins/symptoms-causes/syc-20353910
"Conjunctivitis (See: Conjunctivitis, also known asPink eye (conjunctivitis))",https://www.mayoclinic.org/diseases-conditions/pink-eye/symptoms-causes/syc-20376355
"Conn's syndrome (See: Conn's syndrome, also known asPrimary aldosteronism)",https://www.mayoclinic.org/diseases-conditions/primary-aldosteronism/symptoms-causes/syc-20351803
Constipation,https://www.mayoclinic.org/diseases-conditions/constipation/symptoms-causes/syc-20354253
Constipation in children,https://www.mayoclinic.org/diseases-conditions/constipation-in-children/symptoms-causes/syc-20354242
Contact dermatitis,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742
Convergence insufficiency,https://www.mayoclinic.org/diseases-conditions/convergence-insufficiency/symptoms-causes/syc-20352735
"Cooley's anemia (See: Cooley's anemia, also known asThalassemia)",https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995
COPD,https://www.mayoclinic.org/diseases-conditions/copd/symptoms-causes/syc-20353679
Corns and calluses,https://www.mayoclinic.org/diseases-conditions/corns-and-calluses/symptoms-causes/syc-20355946
"Corona virus (See: Corona virus, also known asCoronavirus disease 2019 (COVID-19))",https://www.mayoclinic.org/diseases-conditions/coronavirus/symptoms-causes/syc-20479963
Coronary artery disease,https://www.mayoclinic.org/diseases-conditions/coronary-artery-disease/symptoms-causes/syc-20350613
"Coronary microvascular disease (See: Coronary microvascular disease, also known asSmall vessel disease)",https://www.mayoclinic.org/diseases-conditions/small-vessel-disease/symptoms-causes/syc-20352117
Coronavirus disease 2019 (COVID-19),https://www.mayoclinic.org/diseases-conditions/coronavirus/symptoms-causes/syc-20479963
Corticobasal degeneration,https://www.mayoclinic.org/diseases-conditions/corticobasal-degeneration/symptoms-causes/syc-20354767
Costochondritis,https://www.mayoclinic.org/diseases-conditions/costochondritis/symptoms-causes/syc-20371175
"Costosternal chondrodynia (See: Costosternal chondrodynia, also known asCostochondritis)",https://www.mayoclinic.org/diseases-conditions/costochondritis/symptoms-causes/syc-20371175
"Costosternal syndrome (See: Costosternal syndrome, also known asCostochondritis)",https://www.mayoclinic.org/diseases-conditions/costochondritis/symptoms-causes/syc-20371175
Cough headaches,https://www.mayoclinic.org/diseases-conditions/primary-cough-headaches/symptoms-causes/syc-20371200
"Cough, chronic (See: Cough, chronic, also known asChronic cough)",https://www.mayoclinic.org/diseases-conditions/chronic-cough/symptoms-causes/syc-20351575
"COVID-19 (See: COVID-19, also known asCoronavirus disease 2019 (COVID-19))",https://www.mayoclinic.org/diseases-conditions/coronavirus/symptoms-causes/syc-20479963
"Crabs (See: Crabs, also known asPubic lice (crabs))",https://www.mayoclinic.org/diseases-conditions/pubic-lice-crabs/symptoms-causes/syc-20350300
Cradle cap,https://www.mayoclinic.org/diseases-conditions/cradle-cap/symptoms-causes/syc-20350396
"Cramp, muscle (See: Cramp, muscle, also known asMuscle cramp)",https://www.mayoclinic.org/diseases-conditions/muscle-cramp/symptoms-causes/syc-20350820
"Cramps, menstrual (See: Cramps, menstrual, also known asMenstrual cramps)",https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938
"Cranial arteritis (See: Cranial arteritis, also known asGiant cell arteritis)",https://www.mayoclinic.org/diseases-conditions/giant-cell-arteritis/symptoms-causes/syc-20372758
Craniopharyngioma,https://www.mayoclinic.org/diseases-conditions/craniopharyngioma/cdc-20354175
Craniosynostosis,https://www.mayoclinic.org/diseases-conditions/craniosynostosis/symptoms-causes/syc-20354513
Creutzfeldt-Jakob disease,https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226
"Crib death (See: Crib death, also known asSudden infant death syndrome (SIDS))",https://www.mayoclinic.org/diseases-conditions/sudden-infant-death-syndrome/symptoms-causes/syc-20352800
Crohn's disease,https://www.mayoclinic.org/diseases-conditions/crohns-disease/symptoms-causes/syc-20353304
Croup,https://www.mayoclinic.org/diseases-conditions/croup/symptoms-causes/syc-20350348
"CRPS (See: CRPS, also known asComplex regional pain syndrome)",https://www.mayoclinic.org/diseases-conditions/crps-complex-regional-pain-syndrome/symptoms-causes/syc-20371151
Cryoglobulinemia,https://www.mayoclinic.org/diseases-conditions/cryoglobulinemia/symptoms-causes/syc-20371244
"Cryptorchidism (See: Cryptorchidism, also known asUndescended testicle)",https://www.mayoclinic.org/diseases-conditions/undescended-testicle/symptoms-causes/syc-20351995
"Cryptosporidiosis (See: Cryptosporidiosis, also known asCryptosporidium infection)",https://www.mayoclinic.org/diseases-conditions/cryptosporidium/symptoms-causes/syc-20351870
Cryptosporidium infection,https://www.mayoclinic.org/diseases-conditions/cryptosporidium/symptoms-causes/syc-20351870
"CTCL (See: CTCL, also known asCutaneous T-cell lymphoma)",https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/symptoms-causes/syc-20351056
"Curvature of the penis (See: Curvature of the penis, also known asPeyronie's disease)",https://www.mayoclinic.org/diseases-conditions/peyronies-disease/symptoms-causes/syc-20353468
"Curvature of the spine (See: Curvature of the spine, also known asScoliosis)",https://www.mayoclinic.org/diseases-conditions/scoliosis/symptoms-causes/syc-20350716
Cushing syndrome,https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/symptoms-causes/syc-20351310
Cutaneous B-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/cutaneous-b-cell-lymphoma/cdc-20352953
Cutaneous T-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/cutaneous-t-cell-lymphoma/symptoms-causes/syc-20351056
"Cutting/self-injury (See: Cutting/self-injury, also known asSelf-injury/cutting)",https://www.mayoclinic.org/diseases-conditions/self-injury/symptoms-causes/syc-20350950
Cyclic vomiting syndrome,https://www.mayoclinic.org/diseases-conditions/cyclic-vomiting-syndrome/symptoms-causes/syc-20352161
Cyclospora infection,https://www.mayoclinic.org/diseases-conditions/cyclospora/symptoms-causes/syc-20353068
Cyclothymia (cyclothymic disorder),https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275
"Cyclothymic disorder (See: Cyclothymic disorder, also known asCyclothymia (cyclothymic disorder))",https://www.mayoclinic.org/diseases-conditions/cyclothymia/symptoms-causes/syc-20371275
"Cyst, Bartholin's (See: Cyst, Bartholin's, also known asBartholin's cyst)",https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976
"Cyst, ganglion (See: Cyst, ganglion, also known asGanglion cyst)",https://www.mayoclinic.org/diseases-conditions/ganglion-cyst/symptoms-causes/syc-20351156
"Cyst, kidney (See: Cyst, kidney, also known asKidney cysts)",https://www.mayoclinic.org/diseases-conditions/kidney-cysts/symptoms-causes/syc-20374134
"Cyst, ovarian (See: Cyst, ovarian, also known asOvarian cysts)",https://www.mayoclinic.org/diseases-conditions/ovarian-cysts/symptoms-causes/syc-20353405
"Cyst, pancreatic (See: Cyst, pancreatic, also known asPancreatic cysts)",https://www.mayoclinic.org/diseases-conditions/pancreatic-cysts/symptoms-causes/syc-20375993
"Cyst, pilonidal (See: Cyst, pilonidal, also known asPilonidal cyst)",https://www.mayoclinic.org/diseases-conditions/pilonidal-cyst/symptoms-causes/syc-20376329
"Cyst, spermatic (See: Cyst, spermatic, also known asSpermatocele)",https://www.mayoclinic.org/diseases-conditions/spermatocele/symptoms-causes/syc-20377829
Cystic fibrosis,https://www.mayoclinic.org/diseases-conditions/cystic-fibrosis/symptoms-causes/syc-20353700
Cystitis,https://www.mayoclinic.org/diseases-conditions/cystitis/symptoms-causes/syc-20371306
"Cystitis, interstitial (See: Cystitis, interstitial, also known asInterstitial cystitis)",https://www.mayoclinic.org/diseases-conditions/interstitial-cystitis/symptoms-causes/syc-20354357
"Cysts, epidermoid (See: Cysts, epidermoid, also known asEpidermoid cysts)",https://www.mayoclinic.org/diseases-conditions/epidermoid-cysts/symptoms-causes/syc-20352701
"Cysts, sebaceous (See: Cysts, sebaceous, also known asEpidermoid cysts)",https://www.mayoclinic.org/diseases-conditions/epidermoid-cysts/symptoms-causes/syc-20352701
Cytomegalovirus (CMV) infection,https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358
"Cytomegalovirus infection (See: Cytomegalovirus infection, also known asCytomegalovirus (CMV) infection)",https://www.mayoclinic.org/diseases-conditions/cmv/symptoms-causes/syc-20355358
Dandruff,https://www.mayoclinic.org/diseases-conditions/dandruff/symptoms-causes/syc-20353850
"Daytime sleepiness (See: Daytime sleepiness, also known asNarcolepsy)",https://www.mayoclinic.org/diseases-conditions/narcolepsy/symptoms-causes/syc-20375497
"DCIS (See: DCIS, also known asDuctal carcinoma in situ (DCIS))",https://www.mayoclinic.org/diseases-conditions/dcis/symptoms-causes/syc-20371889
"DDH (See: DDH, also known asHip dysplasia)",https://www.mayoclinic.org/diseases-conditions/hip-dysplasia/symptoms-causes/syc-20350209
De Quervain's tenosynovitis,https://www.mayoclinic.org/diseases-conditions/de-quervains-tenosynovitis/symptoms-causes/syc-20371332
"Decreased tear production (See: Decreased tear production, also known asDry eyes)",https://www.mayoclinic.org/diseases-conditions/dry-eyes/symptoms-causes/syc-20371863
Deep vein thrombosis,https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/symptoms-causes/syc-20352557
"Deer-fly fever (See: Deer-fly fever, also known asTularemia)",https://www.mayoclinic.org/diseases-conditions/tularemia/symptoms-causes/syc-20378635
"Deficient color vision (See: Deficient color vision, also known asColor blindness)",https://www.mayoclinic.org/diseases-conditions/poor-color-vision/symptoms-causes/syc-20354988
"Degenerative arthritis (See: Degenerative arthritis, also known asOsteoarthritis)",https://www.mayoclinic.org/diseases-conditions/osteoarthritis/symptoms-causes/syc-20351925
Dehydration,https://www.mayoclinic.org/diseases-conditions/dehydration/symptoms-causes/syc-20354086
Delayed ejaculation,https://www.mayoclinic.org/diseases-conditions/delayed-ejaculation/symptoms-causes/syc-20371358
"Delayed gastric emptying (See: Delayed gastric emptying, also known asGastroparesis)",https://www.mayoclinic.org/diseases-conditions/gastroparesis/symptoms-causes/syc-20355787
Delayed sleep phase,https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/symptoms-causes/syc-20353340
Delirium,https://www.mayoclinic.org/diseases-conditions/delirium/symptoms-causes/syc-20371386
Dementia,https://www.mayoclinic.org/diseases-conditions/dementia/symptoms-causes/syc-20352013
"Dementia, Alzheimer's disease (See: Dementia, Alzheimer's disease, also known asAlzheimer's disease)",https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447
"Dementia, frontotemporal (See: Dementia, frontotemporal, also known asFrontotemporal dementia)",https://www.mayoclinic.org/diseases-conditions/frontotemporal-dementia/symptoms-causes/syc-20354737
"Dementia, Lewy body (See: Dementia, Lewy body, also known asLewy body dementia)",https://www.mayoclinic.org/diseases-conditions/lewy-body-dementia/symptoms-causes/syc-20352025
"Dementia, vascular (See: Dementia, vascular, also known asVascular dementia)",https://www.mayoclinic.org/diseases-conditions/vascular-dementia/symptoms-causes/syc-20378793
Dengue fever,https://www.mayoclinic.org/diseases-conditions/dengue-fever/symptoms-causes/syc-20353078
"Dengue hemorrhagic fever (See: Dengue hemorrhagic fever, also known asDengue fever)",https://www.mayoclinic.org/diseases-conditions/dengue-fever/symptoms-causes/syc-20353078
"Dependence, nicotine (See: Dependence, nicotine, also known asNicotine dependence)",https://www.mayoclinic.org/diseases-conditions/nicotine-dependence/symptoms-causes/syc-20351584
"Dependent personality disorder (See: Dependent personality disorder, also known asPersonality disorders)",https://www.mayoclinic.org/diseases-conditions/personality-disorders/symptoms-causes/syc-20354463
"Depersonalization disorder (See: Depersonalization disorder, also known asDissociative disorders)",https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215
Depersonalization-derealization disorder,https://www.mayoclinic.org/diseases-conditions/depersonalization-derealization-disorder/symptoms-causes/syc-20352911
Depression (major depressive disorder),https://www.mayoclinic.org/diseases-conditions/depression/symptoms-causes/syc-20356007
"Depression, in teenagers (See: Depression, in teenagers, also known asTeen depression)",https://www.mayoclinic.org/diseases-conditions/teen-depression/symptoms-causes/syc-20350985
"Depression, postpartum (See: Depression, postpartum, also known asPostpartum depression)",https://www.mayoclinic.org/diseases-conditions/postpartum-depression/symptoms-causes/syc-20376617
Dermatitis,https://www.mayoclinic.org/diseases-conditions/dermatitis-eczema/symptoms-causes/syc-20352380
"Dermatitis, atopic (See: Dermatitis, atopic, also known asAtopic dermatitis (eczema))",https://www.mayoclinic.org/diseases-conditions/atopic-dermatitis-eczema/symptoms-causes/syc-20353273
"Dermatitis, cercarial (See: Dermatitis, cercarial, also known asSwimmer's itch)",https://www.mayoclinic.org/diseases-conditions/swimmers-itch/symptoms-causes/syc-20355043
"Dermatitis, contact (See: Dermatitis, contact, also known asContact dermatitis)",https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742
"Dermatitis, scratch (See: Dermatitis, scratch, also known asNeurodermatitis)",https://www.mayoclinic.org/diseases-conditions/neurodermatitis/symptoms-causes/syc-20375634
"Dermatitis, seborrheic (See: Dermatitis, seborrheic, also known asSeborrheic dermatitis)",https://www.mayoclinic.org/diseases-conditions/seborrheic-dermatitis/symptoms-causes/syc-20352710
Dermatofibrosarcoma protuberans,https://www.mayoclinic.org/diseases-conditions/dermatofibrosarcoma-protuberans/cdc-20352949
Dermatographia,https://www.mayoclinic.org/diseases-conditions/dermatographia/symptoms-causes/syc-20371411
Dermatomyositis,https://www.mayoclinic.org/diseases-conditions/dermatomyositis/symptoms-causes/syc-20353188
"Dermatophytosis (See: Dermatophytosis, also known asAthlete's foot)",https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841
Desmoid tumors,https://www.mayoclinic.org/diseases-conditions/desmoid-tumors/symptoms-causes/syc-20355083
Desmoplastic small round cell tumors,https://www.mayoclinic.org/diseases-conditions/dsrct/symptoms-causes/syc-20355405
"Detached retina (See: Detached retina, also known asRetinal detachment)",https://www.mayoclinic.org/diseases-conditions/retinal-detachment/symptoms-causes/syc-20351344
"Developmental dysplasia of the hip (See: Developmental dysplasia of the hip, also known asHip dysplasia)",https://www.mayoclinic.org/diseases-conditions/hip-dysplasia/symptoms-causes/syc-20350209
Deviated septum,https://www.mayoclinic.org/diseases-conditions/deviated-septum/symptoms-causes/syc-20351710
"Devic's disease (See: Devic's disease, also known asNeuromyelitis optica)",https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652
"DFSP (See: DFSP, also known asDermatofibrosarcoma protuberans)",https://www.mayoclinic.org/diseases-conditions/dermatofibrosarcoma-protuberans/cdc-20352949
Diabetes,https://www.mayoclinic.org/diseases-conditions/diabetes/symptoms-causes/syc-20371444
Diabetes insipidus,https://www.mayoclinic.org/diseases-conditions/diabetes-insipidus/symptoms-causes/syc-20351269
"Diabetes, gestational (See: Diabetes, gestational, also known asGestational diabetes)",https://www.mayoclinic.org/diseases-conditions/gestational-diabetes/symptoms-causes/syc-20355339
"Diabetes, hypoglycemia (See: Diabetes, hypoglycemia, also known asHypoglycemia)",https://www.mayoclinic.org/diseases-conditions/hypoglycemia/symptoms-causes/syc-20373685
"Diabetes, type 1 (See: Diabetes, type 1, also known asType 1 diabetes)",https://www.mayoclinic.org/diseases-conditions/type-1-diabetes/symptoms-causes/syc-20353011
"Diabetes, type 1 in children (See: Diabetes, type 1 in children, also known asType 1 diabetes in children)",https://www.mayoclinic.org/diseases-conditions/type-1-diabetes-in-children/symptoms-causes/syc-20355306
"Diabetes, type 2 (See: Diabetes, type 2, also known asType 2 diabetes)",https://www.mayoclinic.org/diseases-conditions/type-2-diabetes/symptoms-causes/syc-20351193
"Diabetes, type 2 in children (See: Diabetes, type 2 in children, also known asType 2 diabetes in children)",https://www.mayoclinic.org/diseases-conditions/type-2-diabetes-in-children/symptoms-causes/syc-20355318
Diabetic coma,https://www.mayoclinic.org/diseases-conditions/diabetic-coma/symptoms-causes/syc-20371475
Diabetic hyperosmolar syndrome,https://www.mayoclinic.org/diseases-conditions/diabetic-hyperosmolar-syndrome/symptoms-causes/syc-20371501
Diabetic hypoglycemia,https://www.mayoclinic.org/diseases-conditions/diabetic-hypoglycemia/symptoms-causes/syc-20371525
Diabetic ketoacidosis,https://www.mayoclinic.org/diseases-conditions/diabetic-ketoacidosis/symptoms-causes/syc-20371551
Diabetic nephropathy,https://www.mayoclinic.org/diseases-conditions/diabetic-nephropathy/symptoms-causes/syc-20354556
Diabetic neuropathy,https://www.mayoclinic.org/diseases-conditions/diabetic-neuropathy/symptoms-causes/syc-20371580
Diabetic retinopathy,https://www.mayoclinic.org/diseases-conditions/diabetic-retinopathy/symptoms-causes/syc-20371611
Diaper rash,https://www.mayoclinic.org/diseases-conditions/diaper-rash/symptoms-causes/syc-20371636
Diarrhea,https://www.mayoclinic.org/diseases-conditions/diarrhea/symptoms-causes/syc-20352241
"Diarrhea, antibiotic-associated (See: Diarrhea, antibiotic-associated, also known asAntibiotic-associated diarrhea)",https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/symptoms-causes/syc-20352231
"Diarrhea, traveler's (See: Diarrhea, traveler's, also known asTraveler's diarrhea)",https://www.mayoclinic.org/diseases-conditions/travelers-diarrhea/symptoms-causes/syc-20352182
"Difficulty focusing eyes (See: Difficulty focusing eyes, also known asConvergence insufficiency)",https://www.mayoclinic.org/diseases-conditions/convergence-insufficiency/symptoms-causes/syc-20352735
"Difficulty speaking (See: Difficulty speaking, also known asVoice disorders)",https://www.mayoclinic.org/diseases-conditions/voice-disorders/symptoms-causes/syc-20353022
"Difficulty swallowing (See: Difficulty swallowing, also known asDysphagia)",https://www.mayoclinic.org/diseases-conditions/dysphagia/symptoms-causes/syc-20372028
Diffuse idiopathic skeletal hyperostosis (DISH),https://www.mayoclinic.org/diseases-conditions/diffuse-idiopathic-skeletal-hyperostosis/symptoms-causes/syc-20371661
DiGeorge syndrome (22q11.2 deletion syndrome),https://www.mayoclinic.org/diseases-conditions/digeorge-syndrome/symptoms-causes/syc-20353543
Dilated cardiomyopathy,https://www.mayoclinic.org/diseases-conditions/dilated-cardiomyopathy/symptoms-causes/syc-20353149
Diphtheria,https://www.mayoclinic.org/diseases-conditions/diphtheria/symptoms-causes/syc-20351897
Dislocated elbow,https://www.mayoclinic.org/diseases-conditions/dislocated-elbow/symptoms-causes/syc-20371688
Dislocated shoulder,https://www.mayoclinic.org/diseases-conditions/dislocated-shoulder/symptoms-causes/syc-20371715
Dislocation,https://www.mayoclinic.org/diseases-conditions/dislocation/symptoms-causes/syc-20354113
"Dissecting aneurysm (See: Dissecting aneurysm, also known asAortic dissection)",https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496
Dissociative disorders,https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215
Diverticulitis,https://www.mayoclinic.org/diseases-conditions/diverticulitis/symptoms-causes/syc-20371758
Dizziness,https://www.mayoclinic.org/diseases-conditions/dizziness/symptoms-causes/syc-20371787
Double uterus,https://www.mayoclinic.org/diseases-conditions/double-uterus/symptoms-causes/syc-20352261
Double-outlet right ventricle,https://www.mayoclinic.org/diseases-conditions/double-outlet-right-ventricle/cdc-20389537
Down syndrome,https://www.mayoclinic.org/diseases-conditions/down-syndrome/symptoms-causes/syc-20355977
Dressler's syndrome,https://www.mayoclinic.org/diseases-conditions/dresslers-syndrome/symptoms-causes/syc-20371811
"Drop foot (See: Drop foot, also known asFoot drop)",https://www.mayoclinic.org/diseases-conditions/foot-drop/symptoms-causes/syc-20372628
Drug addiction (substance use disorder),https://www.mayoclinic.org/diseases-conditions/drug-addiction/symptoms-causes/syc-20365112
Drug allergy,https://www.mayoclinic.org/diseases-conditions/drug-allergy/symptoms-causes/syc-20371835
Dry eyes,https://www.mayoclinic.org/diseases-conditions/dry-eyes/symptoms-causes/syc-20371863
Dry mouth,https://www.mayoclinic.org/diseases-conditions/dry-mouth/symptoms-causes/syc-20356048
Dry skin,https://www.mayoclinic.org/diseases-conditions/dry-skin/symptoms-causes/syc-20353885
Dry socket,https://www.mayoclinic.org/diseases-conditions/dry-socket/symptoms-causes/syc-20354376
"DSPS (See: DSPS, also known asDelayed sleep phase)",https://www.mayoclinic.org/diseases-conditions/delayed-sleep-phase/symptoms-causes/syc-20353340
"DSRCT (See: DSRCT, also known asDesmoplastic small round cell tumors)",https://www.mayoclinic.org/diseases-conditions/dsrct/symptoms-causes/syc-20355405
Ductal carcinoma in situ (DCIS),https://www.mayoclinic.org/diseases-conditions/dcis/symptoms-causes/syc-20371889
Dumping syndrome,https://www.mayoclinic.org/diseases-conditions/dumping-syndrome/symptoms-causes/syc-20371915
Dupuytren's contracture,https://www.mayoclinic.org/diseases-conditions/dupuytrens-contracture/symptoms-causes/syc-20371943
Dural arteriovenous fistulas,https://www.mayoclinic.org/diseases-conditions/dural-arteriovenous-fistulas/symptoms-causes/syc-20364280
Dust mite allergy,https://www.mayoclinic.org/diseases-conditions/dust-mites/symptoms-causes/syc-20352173
"DVT (See: DVT, also known asDeep vein thrombosis)",https://www.mayoclinic.org/diseases-conditions/deep-vein-thrombosis/symptoms-causes/syc-20352557
Dwarfism,https://www.mayoclinic.org/diseases-conditions/dwarfism/symptoms-causes/syc-20371969
Dysarthria,https://www.mayoclinic.org/diseases-conditions/dysarthria/symptoms-causes/syc-20371994
Dyshidrosis,https://www.mayoclinic.org/diseases-conditions/dyshidrosis/symptoms-causes/syc-20352342
Dyslexia,https://www.mayoclinic.org/diseases-conditions/dyslexia/symptoms-causes/syc-20353552
"Dysmenorrhea (See: Dysmenorrhea, also known asMenstrual cramps)",https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938
"Dyspareunia (See: Dyspareunia, also known asPainful intercourse (dyspareunia))",https://www.mayoclinic.org/diseases-conditions/painful-intercourse/symptoms-causes/syc-20375967
"Dyspepsia (See: Dyspepsia, also known asIndigestion)",https://www.mayoclinic.org/diseases-conditions/indigestion/symptoms-causes/syc-20352211
Dysphagia,https://www.mayoclinic.org/diseases-conditions/dysphagia/symptoms-causes/syc-20372028
"Dysphonia (See: Dysphonia, also known asVoice disorders)",https://www.mayoclinic.org/diseases-conditions/voice-disorders/symptoms-causes/syc-20353022
"Dysrhythmias (See: Dysrhythmias, also known asHeart arrhythmias)",https://www.mayoclinic.org/diseases-conditions/heart-arrhythmia/symptoms-causes/syc-20350668
"Dysthymia (See: Dysthymia, also known asPersistent depressive disorder (dysthymia))",https://www.mayoclinic.org/diseases-conditions/persistent-depressive-disorder/symptoms-causes/syc-20350929
Dystonia,https://www.mayoclinic.org/diseases-conditions/dystonia/symptoms-causes/syc-20350480
"Dystonia, cervical (See: Dystonia, cervical, also known asCervical dystonia)",https://www.mayoclinic.org/diseases-conditions/cervical-dystonia/symptoms-causes/syc-20354123
E. coli,https://www.mayoclinic.org/diseases-conditions/e-coli/symptoms-causes/syc-20372058
Ear infection (middle ear),https://www.mayoclinic.org/diseases-conditions/ear-infections/symptoms-causes/syc-20351616
"Ear infection, outer ear (See: Ear infection, outer ear, also known asSwimmer's ear)",https://www.mayoclinic.org/diseases-conditions/swimmers-ear/symptoms-causes/syc-20351682
"Eardrum, ruptured (See: Eardrum, ruptured, also known asRuptured eardrum (perforated eardrum))",https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879
"Early puberty (See: Early puberty, also known asPrecocious puberty)",https://www.mayoclinic.org/diseases-conditions/precocious-puberty/symptoms-causes/syc-20351811
Earwax blockage,https://www.mayoclinic.org/diseases-conditions/earwax-blockage/symptoms-causes/syc-20353004
Eating disorders,https://www.mayoclinic.org/diseases-conditions/eating-disorders/symptoms-causes/syc-20353603
"Eating disorders, anorexia (See: Eating disorders, anorexia, also known asAnorexia nervosa)",https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591
"Eating disorders, binge eating (See: Eating disorders, binge eating, also known asBinge-eating disorder)",https://www.mayoclinic.org/diseases-conditions/binge-eating-disorder/symptoms-causes/syc-20353627
"Eating disorders, bulimia (See: Eating disorders, bulimia, also known asBulimia nervosa)",https://www.mayoclinic.org/diseases-conditions/bulimia/symptoms-causes/syc-20353615
"Ebola virus (See: Ebola virus, also known asEbola virus and Marburg virus)",https://www.mayoclinic.org/diseases-conditions/ebola-virus/symptoms-causes/syc-20356258
Ebola virus and Marburg virus,https://www.mayoclinic.org/diseases-conditions/ebola-virus/symptoms-causes/syc-20356258
Ebstein anomaly,https://www.mayoclinic.org/diseases-conditions/ebsteins-anomaly/symptoms-causes/syc-20352127
"Ectopic heartbeat (See: Ectopic heartbeat, also known asPremature ventricular contractions (PVCs))",https://www.mayoclinic.org/diseases-conditions/premature-ventricular-contractions/symptoms-causes/syc-20376757
Ectopic pregnancy,https://www.mayoclinic.org/diseases-conditions/ectopic-pregnancy/symptoms-causes/syc-20372088
Ectropion,https://www.mayoclinic.org/diseases-conditions/ectropion/symptoms-causes/syc-20351164
"Eczema (See: Eczema, also known asAtopic dermatitis (eczema))",https://www.mayoclinic.org/diseases-conditions/atopic-dermatitis-eczema/symptoms-causes/syc-20353273
"Eczema, dyshidrotic (See: Eczema, dyshidrotic, also known asDyshidrosis)",https://www.mayoclinic.org/diseases-conditions/dyshidrosis/symptoms-causes/syc-20352342
"ED (See: ED, also known asErectile dysfunction)",https://www.mayoclinic.org/diseases-conditions/erectile-dysfunction/symptoms-causes/syc-20355776
Edema,https://www.mayoclinic.org/diseases-conditions/edema/symptoms-causes/syc-20366493
"Edema, pulmonary (See: Edema, pulmonary, also known asPulmonary edema)",https://www.mayoclinic.org/diseases-conditions/pulmonary-edema/symptoms-causes/syc-20377009
Egg allergy,https://www.mayoclinic.org/diseases-conditions/egg-allergy/symptoms-causes/syc-20372115
Ehlers-Danlos syndrome,https://www.mayoclinic.org/diseases-conditions/ehlers-danlos-syndrome/symptoms-causes/syc-20362125
Ehrlichiosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142
Eisenmenger syndrome,https://www.mayoclinic.org/diseases-conditions/eisenmenger-syndrome/symptoms-causes/syc-20350580
Elevated blood pressure,https://www.mayoclinic.org/diseases-conditions/prehypertension/symptoms-causes/syc-20376703
"Embolism, pulmonary (See: Embolism, pulmonary, also known asPulmonary embolism)",https://www.mayoclinic.org/diseases-conditions/pulmonary-embolism/symptoms-causes/syc-20354647
Embryonal tumors,https://www.mayoclinic.org/diseases-conditions/embryonal-tumor/cdc-20367985
Emphysema,https://www.mayoclinic.org/diseases-conditions/emphysema/symptoms-causes/syc-20355555
